Car,MPG,Horsepower,Origin
Car_149,28.603052743394667,172.81711371079646,Japan
Car_150,13.574577526653249,151.00211604625008,Japan
Car_151,18.397018551267,106.77490863687058,Japan
Car_152,31.462044652343643,85.94115749760935,USA
Car_153,23.88165362901042,158.9369152638142,Europe
Car_154,15.688933367755762,125.11578603366888,Europe
Car_155,21.505669097790037,162.93186388189358,USA
Car_156,20.3829976373746,126.73145073408196,Europe
Car_157,24.170191342635377,153.99557317485022,USA
Car_158,23.14624508096176,138.64795416113725,USA
Car_159,25.894658644690804,202.55762430819917,Japan
Car_160,24.652669741937128,178.50946973455933,Europe
Car_161,31.79869627518509,190.4189070056349,Japan
Car_162,27.122742998598344,150.72143307357197,Europe
Car_163,27.28835805596793,174.67082817344644,USA
Car_164,30.825785619472608,152.74950232803425,Japan
Car_165,,194.0877410230118,USA
Car_166,18.690612783207573,147.8231380423118,USA
Car_167,31.034851623161245,108.07531978917618,Japan
Car_168,25.679208740540563,90.04135424238183,Japan
Car_169,25.69675603949464,200.04933358693543,Europe
Car_170,21.83335039234882,164.35513422452578,Europe
Car_171,21.915723334482117,166.32770550125224,Japan
Car_172,29.23361169385422,194.68943526874745,Europe
Car_173,29.92327899068805,100.44795168822134,USA
Car_174,28.919117028733293,139.24196354304576,USA
Car_175,28.96480802722737,142.917905111549,USA
Car_176,27.845147686298795,172.26825699621045,USA
Car_177,25.657613650390783,129.22079324697353,USA
Car_178,24.123101578395097,113.95878769455628,USA
Car_179,,113.6895404700868,Europe
Car_180,23.131395647547837,,Japan
Car_181,26.849896069403734,127.72403718590648,Japan
Car_182,20.97993501022877,133.43947547034566,Europe
Car_183,21.70350481574775,169.03494452183713,Europe
Car_184,23.81922716071387,129.031637752953,Europe
Car_185,20.98030811636418,98.85154731733076,Japan
Car_186,28.989259127391502,102.54896478825304,Europe
Car_187,18.25982874227485,148.29577809853626,Europe
Car_188,25.496148116905363,164.91985291095665,Japan
Car_189,25.662540484210908,143.9326426844874,Europe
Car_190,15.946002108401595,162.91328111427208,USA
Car_191,22.79488089738196,101.61487421977093,Japan
Car_192,26.278497690240712,103.64089377095677,Japan
Car_193,27.14363996647034,217.61807748882725,Japan
Car_194,23.97846395699917,186.9835281641004,Europe
Car_195,28.38444102240358,173.06915675695552,Japan
Car_196,,130.20825987796684,USA
Car_197,25.068264560375283,142.85981427808647,USA
Car_198,26.258269344932767,149.949680485992,Japan
Car_199,29.63499814367084,189.4303834114957,USA
Car_200,21.62140998792234,162.08348299335276,Europe
Car_201,22.56589063740851,165.77741403863405,Japan
Car_202,21.655517541353927,144.970351946475,USA
Car_203,23.339011419290333,173.77995200520257,Europe
Car_204,32.131171290398825,159.0696824229382,Japan
Car_205,27.863626596649112,151.32068198237042,Japan
Car_206,19.34455127415579,127.70747483441188,Japan
Car_207,,,USA
Car_208,26.86383612138201,117.61401888660131,Japan
Car_209,20.467461095336148,148.79582982039136,USA
Car_210,21.37329979592621,152.667340738947,Europe
Car_211,31.724798330870744,77.86444846181058,Europe
Car_212,21.933121857634067,143.08981382698488,Europe
Car_213,29.77333408014693,114.7235938618622,Japan
Car_214,31.27661594765469,164.95917976550083,Europe
Car_215,21.33268954415518,169.11479230652984,USA
Car_216,20.55018721721429,137.20980547004046,USA
Car_217,23.61933956759417,166.47066261365748,USA
Car_218,19.556861396631877,167.73200809005183,USA
Car_219,25.605169392513712,143.10852481764695,USA
Car_220,23.97174044073307,196.02860925910971,USA
Car_221,26.80290007943151,128.24775188980496,Europe
Car_222,31.984717281164105,194.14097109759496,Japan
Car_223,29.087424903851595,143.24401712450384,USA
Car_224,27.446198877061786,124.70020940322098,Europe
Car_225,15.16975793516041,139.45354572586854,Europe
Car_226,27.216879910511874,117.0183231681203,USA
Car_227,33.613138303522746,173.5367360216761,Europe
Car_228,9.947387418432417,,USA
Car_229,28.446912714878128,191.6882566130648,Japan
Car_230,24.20320712621768,121.9239839476062,USA
Car_231,20.75102498488528,175.09960115537862,Japan
Car_232,29.00564291955977,150.72677583181405,Europe
Car_233,33.548529503036654,158.12445849148787,Europe
Car_234,28.87615364418877,132.2986988616791,USA
Car_235,23.144040243692366,160.58424000999398,Europe
Car_236,20.28265087795922,154.0492286565259,Europe
Car_237,25.72313816894772,106.26266795492018,Japan
Car_238,29.365846461907942,121.12499991200228,USA
Car_239,23.06473486883136,133.7726366697058,USA
Car_240,23.548085041746017,127.35010445620652,Japan
Car_241,39.110001249192,,Japan
Car_242,30.39325972979863,150.210425515425,Japan
Car_243,30.75064339196816,126.63985957080354,USA
Car_244,17.698570469705942,135.27690527990882,Japan
Car_245,21.464056603532697,134.866107493588,USA
Car_246,25.3734081972712,141.35851583984802,Japan
Car_247,19.99431221057425,117.74011785841202,Europe
Car_248,33.00198649444647,125.58206668208044,USA
Car_249,,172.99820733492632,USA
Car_250,22.33227331307973,155.5602931010074,USA
Car_251,33.91959303303742,145.429873603794,Europe
Car_252,24.97873951640029,150.078684519453,Europe
Car_253,37.94694858694524,148.6331773027377,USA
Car_254,25.723430652625183,143.72606685805067,Japan
Car_255,27.88096375164211,165.51314516122437,USA
Car_256,31.99951720584779,163.29479957543776,USA
Car_257,31.388166749039044,102.84711080318354,Europe
Car_258,27.553660330679467,146.0531344227227,Europe
Car_259,24.29429840278082,104.82541801977705,Japan
Car_260,27.5706634999656,169.0673161036712,Japan
Car_261,20.919079140619424,173.0299967055085,USA
Car_262,25.760668594320578,131.67663307074912,USA
Car_263,,146.49723133995852,Japan
Car_264,16.095591799598495,,USA
Car_265,25.25213382069721,179.1836944227608,USA
Car_266,31.311389453358363,,Japan
Car_267,29.629023207980296,184.5025578521258,Japan
Car_268,,194.59632421011295,Japan
Car_269,33.734948490877485,113.27672121069672,Europe
Car_270,22.15469304576713,176.64132604915324,Japan
Car_271,15.410836691009884,,Europe
Car_272,14.08949352899519,105.16266386912292,Japan
Car_273,19.094045297021417,144.8636636446286,Japan
Car_274,29.083123716311142,139.0979405031173,Europe
Car_275,21.82598658266307,175.66385592574494,Europe
Car_276,27.30479320928651,78.1817680096776,USA
Car_277,33.23141691791989,204.47873088696585,USA
Car_278,19.49951518711097,146.6238880741622,USA
Car_279,27.39249865897945,177.48283206051437,Europe
Car_280,27.69481536327861,148.1928828692523,Japan
Car_281,,164.76375152939022,Europe
Car_282,31.77105462622541,80.3574522415155,Japan
Car_283,23.561464722252616,138.4535288159787,Japan
Car_284,23.081235095434952,175.43283634031036,Japan
Car_285,35.55806609208986,158.66197040141083,USA
Car_286,27.613833711833596,100.89476721819727,Europe
Car_287,29.62645274842749,151.8427468162984,Europe
Car_288,31.774464657609197,,USA
Car_289,21.747630002703914,122.83742246479686,Japan
Car_290,31.249105485268394,104.37917180049848,USA
Car_291,22.49052942501165,168.5610786572139,Japan
Car_292,22.276883053308516,183.39043331806903,USA
Car_293,23.64000013845932,213.60429402488532,Europe
Car_294,21.889675825275223,105.77854824771217,USA
Car_295,29.110782163285812,173.02116483679427,Europe
Car_296,26.33605327572528,174.99514111262724,Japan
Car_297,22.54387792691444,132.58485968345974,USA
Car_298,28.37252516577411,122.47264843772008,USA
Car_299,23.62408781306827,117.4277303709921,USA
Car_300,23.359648148176618,134.1794026961935,USA
Car_301,25.24341942450772,156.07864787567848,Europe
Car_302,27.317301778331085,190.8033603152044,Europe
Car_303,26.9492382468871,183.1601501403035,USA
Car_304,23.18375408873585,101.53749167194012,Europe
Car_305,29.23555603719701,126.33470254198464,USA
Car_306,23.88802924460172,188.9892112292841,Europe
Car_307,21.725077556956403,128.06721502214796,Europe
Car_308,17.659891756163244,148.2925750976947,Europe
Car_309,,98.84133196157744,USA
Car_310,,184.59100246538844,USA
Car_311,26.054361792552573,92.61755382445835,Europe
Car_312,30.229014578497576,100.71568257640143,Japan
Car_313,22.61296884201092,181.52451182510111,Europe
Car_314,18.12800375762936,207.60185038699672,USA
Car_315,25.34890351107609,141.28166745825257,Japan
Car_316,26.53980776040148,148.59411564411525,USA
Car_317,23.685754669198136,177.24838679348966,Japan
Car_318,32.36868789038085,158.68343444092147,Japan
Car_319,12.569167161393215,138.80345461870007,USA
Car_320,30.600283189498917,135.4363913584292,Europe
Car_321,28.95576825182113,102.9960612754505,USA
Car_322,27.283853888502296,156.9882531636066,USA
Car_323,8.320492252654518,147.24249533791573,Europe
Car_324,31.41944391635134,136.86461462661958,Europe
Car_325,19.86782944682057,119.94555613312836,Japan
Car_326,22.461540108083067,122.98407440119708,Japan
Car_327,,168.55130761520098,Europe
Car_328,27.03709017325988,176.4499094522714,USA
Car_329,28.19714021096275,140.18651531128148,Europe
Car_330,29.464202771596483,137.02561280260863,Europe
Car_331,29.07926755039258,124.3905586015739,Europe
Car_332,26.26463602106563,178.10460130722774,USA
Car_333,27.079613295287952,150.92987308967722,USA
Car_334,19.54623142088877,161.03702937981794,Japan
Car_335,21.24486596590489,160.75410390280388,Europe
Car_336,29.47730111837416,140.76895138398189,Europe
Car_337,29.18604743364341,115.03919700469736,USA
Car_338,28.618997082222105,120.11600532942242,Europe
Car_339,22.42791619171736,183.83656597942357,USA
Car_340,29.55246065971848,128.22947055448284,Japan
Car_341,,137.6891304075495,Japan
Car_342,30.386799049311364,115.96828393886368,Japan
Car_343,,113.5180044322078,USA
Car_344,33.42085203170316,126.92505008913832,USA
Car_345,17.392789539672577,200.65221552733377,Europe
Car_346,33.81702022959261,169.74112173577288,Japan
Car_347,23.19267835418269,134.1963338572913,USA
Car_348,23.10260371994128,182.48630383655984,Japan
Car_349,25.974194094927984,145.4310338011066,Japan
Car_350,21.514605435996515,,Japan
Car_351,24.638354993488463,216.3519105118864,Europe
Car_352,21.311868673645726,180.84485217798573,USA
Car_353,21.494682345104064,152.83652865667733,USA
Car_354,27.434429751502854,,USA
Car_355,20.49217252348242,150.45213657846637,Europe
Car_356,21.159028824972587,,Europe
Car_357,18.136043751267955,130.36123757363868,Europe
Car_358,,121.45225213040348,Europe
Car_359,31.55801014861961,129.6962687450738,USA
Car_360,20.77033179948516,203.81014297918333,Europe
Car_361,21.341833674063796,183.66449228563977,USA
Car_362,25.96960973240768,163.22654404324942,Japan
Car_363,23.146017831002368,174.37028851354074,USA
Car_364,36.14077216674825,93.23659542282432,Japan
Car_365,24.18736017661872,171.8455113926859,Europe
Car_366,26.67609173108686,178.18872948606503,Japan
Car_367,,82.80758436938152,Europe
Car_368,29.62288932931425,172.95710261338198,USA
Car_369,26.166437907786896,107.27779071998744,USA
Car_370,24.194362566569996,90.89983930661904,Europe
Car_371,,189.7895465057873,USA
Car_372,24.501198623428667,119.78852857162974,Japan
Car_373,22.7915494778576,128.52159781846868,Japan
Car_374,21.770755058529907,179.68813628272036,Japan
Car_375,16.36598398646622,140.84285183242795,Europe
Car_376,29.108078761185816,144.59503878812754,Japan
Car_377,13.259658014495868,143.93739280686214,Japan
Car_378,24.971385795475395,160.42796312924358,Japan
Car_379,23.975696828643077,143.20996750827973,Japan
Car_380,36.19982596115724,153.423782230773,Japan
Car_381,15.841743856431869,134.89325623761883,Japan
Car_382,20.494483565078216,160.55458769638085,Europe
Car_383,24.319517706591757,159.41529095713702,Japan
Car_384,24.01235331265416,206.93657513052543,Europe
Car_385,22.25227704594977,138.56247150978894,Europe
Car_386,24.595060452989163,144.4750344658506,Europe
Car_387,18.702186355651293,157.16472977811125,Japan
Car_388,26.78596439497469,178.9330693294416,Japan
Car_389,13.392573289612107,117.25244540468395,Europe
Car_390,24.871153220613717,153.10729565325204,Europe
Car_391,21.99821652868213,74.76521891834798,Japan
Car_392,,141.85404249832814,USA
Car_393,33.77655535316652,182.18181090298083,USA
Car_394,23.34473915624821,128.21572690958047,USA
Car_395,31.953629645707156,,Japan
Car_396,23.419418596847947,134.13283276849194,Europe
Car_397,20.16936738435455,124.21793406798952,USA
Car_398,33.729518160928095,179.14457994804303,Europe
Car_399,27.603882223670038,118.64223930463038,Japan
Car_400,25.02219261304907,158.78895881589278,Europe
Car_401,28.43588737549324,159.25054862298478,USA
Car_402,26.37107517565084,124.44601448884129,Japan
Car_403,24.65390296029241,154.67055770872886,Europe
Car_404,18.36782586346002,121.95156487596068,Japan
Car_405,23.647316314193667,,USA
Car_406,28.116277117292363,110.55162856071318,USA
Car_407,24.386142871565948,139.81183490424476,USA
Car_408,29.51162880565193,142.41685021026302,Japan
Car_409,26.918275119333945,183.3886601463201,Japan
Car_410,20.609318409572964,154.20129215135677,USA
Car_411,18.40414021083938,178.65040470336177,Japan
Car_412,24.21410750034916,166.64073145469638,Japan
Car_413,22.37885775947706,166.44909002687277,USA
Car_414,26.68160904810843,140.04200429309796,USA
Car_415,21.40931170618635,180.6271765057466,Europe
Car_416,21.923038371225616,139.3148877209399,USA
Car_417,30.26534858797456,98.10523560209676,Japan
Car_418,25.74101484313949,143.55638494599322,Europe
Car_419,21.486364672863537,163.60429213932204,Japan
Car_420,25.0882090436751,101.8012284386156,Europe
Car_421,31.89455621500841,123.44692923838844,Japan
Car_422,26.46893344137361,113.08234679467932,Europe
Car_423,27.96475404712565,173.60151314126892,Europe
Car_424,21.238827317362787,200.18587911037488,Japan
Car_425,30.132096885673,143.7090253736035,Europe
Car_426,36.59051130231901,165.94591089204778,Japan
Car_427,21.042661787435733,,Japan
Car_428,19.090530128140053,196.61390839319884,Europe
Car_429,25.87771121917574,130.4234128814218,USA
Car_430,29.377525249222053,143.4036310572503,USA
Car_431,24.543051639748693,139.77694051727826,USA
Car_432,19.733968019786687,152.2610172012079,Japan
Car_433,24.45707919109805,225.12950406350427,Japan
Car_434,27.990461363887277,150.9243334559194,USA
Car_435,22.964840865269704,,Japan
Car_436,28.03627508877461,115.36508319320644,USA
Car_437,30.82355392619955,187.57935021939144,Japan
Car_438,26.20115312885224,124.22236488065764,Japan
Car_439,,169.90760877597285,Japan
Car_440,29.146719626131407,129.60926012224115,USA
Car_441,20.719495862813847,111.99921790250484,Europe
Car_442,20.226450831535388,168.15598800905462,Japan
Car_443,23.667138575355075,131.07765399709405,Japan
Car_444,22.540602725927663,162.7627691771668,USA
Car_445,20.983290123547626,164.9784882253813,USA
Car_446,34.15234237499387,166.38795735037405,Japan
Car_447,35.85996604747146,141.9555394817044,Japan
Car_448,23.23147478872209,170.58550669514122,Europe
Car_449,25.458594748741827,122.32361014655751,Japan
Car_450,24.060785899681044,76.37729246807598,Japan
Car_451,30.53749620059078,,Japan
Car_452,31.528227809200235,154.9677151451241,Europe
Car_453,16.113681006551765,131.69765267958087,Japan
Car_454,27.38005400032813,105.86541714074863,Europe
Car_455,18.46589329419426,88.90265103493971,USA
Car_456,33.79136078937639,151.55230044626916,Japan
Car_457,27.20124015105199,199.46357897189856,Japan
Car_458,20.88325230818682,145.8432775070706,Japan
Car_459,23.79339306031073,139.15993839925363,Japan
Car_460,23.555113708669207,149.2689647251247,Europe
Car_461,27.62556471442908,215.3761533572631,USA
Car_462,30.20956302088739,172.557126799594,USA
Car_463,19.25896354014145,121.99274244898832,Europe
Car_464,34.19377250456057,150.8431171170631,Europe
Car_465,33.02845053910421,159.97310733464823,Europe
Car_466,20.623382162044773,118.30983400263466,Europe
Car_467,,172.7740986702768,Japan
Car_468,33.55404272057158,125.4657360856694,Japan
Car_469,31.16459293338741,104.67162697979788,Europe
Car_470,23.31628484976052,152.28400661519336,Japan
Car_471,29.071699072839365,147.53532421528934,Japan
Car_472,39.98599145859569,149.96934293391917,USA
Car_473,25.52579990925606,127.06066147011636,Japan
Car_474,21.836758742799905,131.24662146386876,USA
Car_475,25.862099260457,183.85339981107333,Japan
Car_476,26.23276047748659,,USA
Car_477,22.37731630499951,121.29761770268144,USA
Car_478,27.208125339071085,91.47909316739675,USA
Car_479,18.72799470136249,122.56750793663367,USA
Car_480,21.672330664956604,154.7189721648057,Europe
Car_481,28.791223880773988,131.04204844936675,Japan
Car_482,16.225645742288744,128.71049384469538,Europe
Car_483,29.515837959973883,132.3251868320801,Japan
Car_484,14.940093171471483,147.81877311791138,Europe
Car_485,16.343377105618423,173.5388373887505,Japan
Car_486,,149.9874238816292,Europe
Car_487,26.434319214096757,151.8581106455295,Europe
Car_488,31.626318015636944,143.2541890835154,USA
Car_489,25.288113815797978,135.01929503535783,Europe
Car_490,23.76723196212005,176.82722613959788,USA
Car_491,27.89790623992402,,USA
Car_492,20.64550589766033,211.35839752998152,Europe
Car_493,25.697075796732037,168.3169289516776,Japan
Car_494,19.0027687102232,,Europe
Car_495,25.412952584377067,122.8604607266943,USA
Car_496,24.350818370752982,178.5883578213485,USA
Car_497,20.978660392752914,125.5503934706967,Europe
Car_498,25.825203182688696,174.2921005956621,Europe
Car_499,25.792748265798213,127.20258018322158,Europe
Car_500,30.877270061695675,160.4747515136184,Europe
Car_501,16.97183298468606,118.20746355400914,Japan
Car_502,24.61975546151479,173.39656062996244,USA
Car_503,21.198688001482605,112.98985033472252,Europe
Car_504,29.34881029088146,,Europe
Car_505,28.769560325960665,144.06480197318965,Europe
Car_506,27.539399225343104,153.0541931167878,USA
Car_507,21.48083370965269,138.125884975151,USA
Car_508,29.42735291470048,137.42220157887027,USA
Car_509,17.34934535628334,154.64343612029316,Europe
Car_510,16.323446482036143,119.93584865730443,USA
Car_511,18.62064500049038,119.7593381499997,Europe
Car_512,24.83262594836547,139.24351501084766,Europe
Car_513,28.37582200494147,138.07589580842978,Japan
Car_514,10.119837629952375,119.83810608586876,Japan
Car_515,31.61371415939893,177.72644078743994,Japan
Car_516,25.65556098089217,139.96579744705184,USA
Car_517,17.161138262051125,143.20013391011665,Japan
Car_518,25.504734851447907,110.1741502209136,USA
Car_519,30.4626270733921,,Europe
Car_520,27.99720507653129,222.8120218666474,Japan
Car_521,30.49536531276983,,Japan
Car_522,18.168766853014446,186.78259143507293,USA
Car_523,22.92997382430798,147.2455984878723,USA
Car_524,20.37653884738234,198.1130877843932,Japan
Car_525,33.58790102522159,160.0869925920116,USA
Car_526,28.19681421743315,152.99286506302198,USA
Car_527,39.23504794478821,75.02191381144254,USA
Car_528,22.661952332913863,123.6418207971995,Europe
Car_529,21.376628941588475,150.6156200872483,Japan
Car_530,24.28586680702425,155.95998758111938,USA
Car_531,31.891786107112743,113.55498858187846,USA
Car_532,23.169401553123265,128.13685413971163,Europe
Car_533,25.622187989534723,166.6034105175246,Europe
Car_534,25.483453514434096,108.50367810799926,Europe
Car_535,25.197483806010947,154.01189171170617,Europe
Car_536,21.73800769768761,187.13860594467167,Japan
Car_537,24.31354466044817,161.56408887335462,Japan
Car_538,24.09948699324321,160.0646022949793,USA
Car_539,24.962176701626756,89.39545652466708,Japan
Car_540,29.71758409076354,125.34261670746312,USA
Car_541,33.803140173122465,211.6260550077312,Japan
Car_542,20.797826186651463,132.02514247362203,Japan
Car_543,23.040031876061423,187.93428628641203,Japan
Car_544,20.874940507969068,131.67477331931153,USA
Car_545,25.935507686111364,141.6653849547161,USA
Car_546,22.30825271244512,165.46760536060555,Europe
Car_547,26.198984168709945,153.02079047982028,USA
Car_548,30.51813455222393,161.44537353003238,Europe
Car_549,12.37084157097696,125.4482923581904,USA
Car_550,27.458899448003454,115.9118943159373,USA
Car_551,22.699064755510605,123.42385156828496,Japan
Car_552,27.302111339921943,134.030455756129,USA
Car_553,20.517652811249,143.12155853827767,Japan
Car_554,30.981304941534376,181.11826141919465,USA
Car_555,29.56640309020142,152.62024368075143,Europe
Car_556,27.841760742713216,164.53791307525756,USA
Car_557,28.96612858905049,154.24803037740398,Japan
Car_558,21.27189766413913,116.53697239413673,Japan
Car_559,21.90188122655355,150.51808578016946,Japan
Car_560,,153.92346330574608,Japan
Car_561,,172.79769664023922,USA
Car_562,32.22817523329044,117.94235791069605,Japan
Car_563,23.38204464359484,88.78767404554918,Japan
Car_564,27.50947194930311,155.28791445511493,USA
Car_565,35.49624759627545,160.6155000476514,Japan
Car_566,21.468883229659617,144.61845581048857,Europe
Car_567,25.343808754223915,150.84062702180373,Europe
Car_568,30.270915823186535,176.36317135748413,Japan
Car_569,29.75638694438265,136.23583270417473,Europe
Car_570,23.36092344880321,141.64077473524262,Japan
Car_571,22.41634781239073,,USA
Car_572,23.83432033727474,113.40555962491972,Europe
Car_573,32.23928883075682,145.44308324856738,Europe
Car_574,23.604470718200268,148.08770047997382,USA
Car_575,25.390578462417324,199.11126642960824,Europe
Car_576,22.866067645382877,141.0565302711462,Japan
Car_577,28.52774282397993,156.00033719833402,Japan
Car_578,,177.5585281616923,Europe
Car_579,19.982830946208857,124.87545824068717,USA
Car_580,20.155879429825028,191.272211606285,Japan
Car_581,15.006972167222465,202.91610696171836,Japan
Car_582,,149.13311137053975,Europe
Car_583,28.969729018160866,133.8172181562186,USA
